user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedbackratings,customer_support_interactions
507,Mackenzie Fernandez,kimberly60@example.org,kimberly60,3/5/2005,Female,East Justin,3/7/2024,3/7/2025,Annual,Visa,Manual,Occasional,Clothing,Romance,Smart TV,Medium,4.3,6
508,Elizabeth Chen,madisonwatson@example.net,madisonwatson,6/21/1973,Female,Phillipston,3/11/2024,3/11/2025,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,High,3,6
509,Natasha Jensen,stephensonalexander@example.org,stephensonalexander,4/5/1982,Female,North Amy,2/23/2024,2/22/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Low,4.4,1
510,Sarah Baker,amber84@example.net,amber84,1/17/1984,Female,East Lukeburgh,3/13/2024,3/13/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,3.7,10
511,Samuel Decker,rogersjames@example.org,rogersjames,6/5/2003,Female,Hurstshire,3/24/2024,3/24/2025,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.2,2
512,Emily Jenkins,matthew93@example.com,matthew93,2/11/1962,Male,West Gabriellaborough,1/7/2024,1/6/2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Medium,4.4,10
513,Tyler Brown,mcphersonsamuel@example.com,mcphersonsamuel,11/13/1991,Female,North Lisaport,2/14/2024,2/13/2025,Annual,Amex,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.1,8
514,Danielle Boyer,francisemily@example.com,francisemily,7/21/1996,Male,North Michael,3/6/2024,3/6/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Medium,3.1,7
515,Michael Smith,stephanielopez@example.com,stephanielopez,6/9/1946,Male,South Christopher,1/5/2024,1/4/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.2,3
516,David Brown,timgoodwin@example.com,timgoodwin,11/30/2005,Female,Port Marymouth,1/6/2024,1/5/2025,Annual,Amex,Manual,Frequent,Clothing,Documentary,Tablet,Low,4.4,5
517,Amanda Howard,brett11@example.net,brett11,2/13/1967,Male,Port Paul,3/3/2024,3/3/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,3.2,7
518,Michael Escobar,zcunningham@example.org,zcunningham,9/21/1969,Male,East Mary,2/2/2024,2/1/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,3.9,8
519,Carolyn Kennedy,pamela16@example.net,pamela16,8/29/1989,Male,West Robert,1/6/2024,1/5/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Medium,3.2,7
520,Zachary Jackson,loribrennan@example.com,loribrennan,11/3/1950,Male,Port Robertstad,3/26/2024,3/26/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.8,9
521,Corey Williams,hensonjennifer@example.com,hensonjennifer,1/14/1958,Female,New Shelbyton,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Low,4.5,1
522,Brittany Nguyen,haleysharon@example.org,haleysharon,7/15/2002,Female,Martinezview,1/12/2024,1/11/2025,Annual,Mastercard,Manual,Occasional,Books,Drama,Tablet,Low,3.2,0
523,Sherri Clark,frederickrobert@example.org,frederickrobert,7/17/1990,Male,North Ryanmouth,4/9/2024,4/9/2025,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,Low,3.5,7
524,Jennifer Williams,hillmary@example.org,hillmary,2/1/1945,Female,Gonzalesborough,2/21/2024,2/20/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Smartphone,High,3.3,7
525,Jasmin Grant,kevin60@example.net,kevin60,7/26/1981,Female,Lake Lisabury,2/15/2024,2/14/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.1,10
526,Teresa Cooper,swilliams@example.net,swilliams,10/30/1979,Female,Johnsonchester,2/23/2024,2/22/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Comedy,Smart TV,High,4.7,8
527,Eric Johnson,alexgriffith@example.org,alexgriffith,5/7/1948,Female,South James,1/22/2024,1/21/2025,Annual,Amex,Auto-renew,Regular,Books,Action,Smart TV,High,3.6,3
528,Lisa Jones,jessicamalone@example.com,jessicamalone,2/11/1963,Male,Tuckerport,2/15/2024,2/14/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Tablet,Low,3.4,10
529,Charles Williams,navarrorebekah@example.net,navarrorebekah,6/16/1975,Female,New Cynthiahaven,1/7/2024,1/6/2025,Annual,Visa,Manual,Occasional,Books,Romance,Tablet,High,3.9,10
530,Christian Estrada,yrivera@example.com,yrivera,7/15/1933,Female,Lynchbury,2/18/2024,2/17/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,High,4.5,7
531,Martha Parks,williamchan@example.com,williamchan,11/9/1950,Female,East Joel,1/19/2024,1/18/2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smart TV,Low,3.6,7
532,Crystal Moore,gerald91@example.org,gerald91,11/8/1954,Male,Shannonport,1/11/2024,1/10/2025,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,3.3,8
533,Ronald Ferrell III,woconnor@example.org,woconnor,12/3/1968,Female,Klineland,3/19/2024,3/19/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smartphone,High,3.5,4
534,Olivia Patton,nbrady@example.net,nbrady,10/14/1985,Male,Jeffersonfurt,1/25/2024,1/24/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.9,5
535,Bianca Stevenson,ycarter@example.org,ycarter,4/8/1939,Male,Ricardoburgh,1/4/2024,1/3/2025,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Low,3.4,5
536,Shane Gregory,vwalsh@example.org,vwalsh,2/11/1967,Female,East Caitlin,2/3/2024,2/2/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Documentary,Smartphone,Medium,4.2,3
537,James Nicholson,dave30@example.com,dave30,11/15/1981,Male,West Shawnside,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,3.6,8
538,Sheila Franco,savannah01@example.org,savannah01,10/14/1960,Female,East Daniel,3/22/2024,3/22/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Medium,3.4,10
539,Cody Schultz,kblack@example.org,kblack,6/25/1980,Male,New Joshua,3/28/2024,3/28/2025,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,4.3,5
540,Travis Alvarado,jessicaallen@example.com,jessicaallen,5/21/1960,Male,Haynesburgh,1/13/2024,1/12/2025,Monthly,Visa,Manual,Frequent,Books,Horror,Smartphone,Medium,3.9,7
541,Elizabeth Espinoza,calderonjessica@example.com,calderonjessica,3/19/1952,Female,West Charlotteberg,1/25/2024,1/24/2025,Annual,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,4.6,8
542,Carrie Glover,michaelhenry@example.com,michaelhenry,9/7/1963,Female,Jonesmouth,3/2/2024,3/2/2025,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,High,4.4,7
543,Christopher Wilson,yspence@example.com,yspence,3/9/1970,Male,East Kayla,3/12/2024,3/12/2025,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,High,3.5,10
544,Tanya Moreno,wyattdenise@example.net,wyattdenise,1/11/2006,Female,Port Jamieborough,2/3/2024,2/2/2025,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,0
545,Jason Mckinney,gonzalezmolly@example.net,gonzalezmolly,8/6/1978,Male,Smithstad,4/1/2024,4/1/2025,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,4,6
546,Tommy Foster,fwilcox@example.com,fwilcox,2/20/1972,Male,New Kim,2/28/2024,2/27/2025,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Low,3.5,8
547,Vincent Tran,gwilliams@example.net,gwilliams,1/30/1938,Male,Jasonland,3/16/2024,3/16/2025,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smartphone,Low,3.7,4
548,Dr. Jose Moran,mike87@example.com,mike87,4/6/1960,Male,Palmermouth,3/15/2024,3/15/2025,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.7,10
549,Randy Herring,thompsonjonathan@example.org,thompsonjonathan,10/21/1957,Female,South Angelicaburgh,4/7/2024,4/7/2025,Monthly,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.3,3
550,Carrie Tucker,rothpamela@example.com,rothpamela,9/14/1976,Male,Jamesshire,2/20/2024,2/19/2025,Monthly,Visa,Manual,Regular,Electronics,Horror,Smartphone,Low,3.3,2
551,Alan Walker,joelsaunders@example.org,joelsaunders,7/1/1954,Female,Richardchester,2/1/2024,1/31/2025,Monthly,Amex,Manual,Frequent,Clothing,Drama,Tablet,Low,4.1,9
552,Michael Black,smurray@example.com,smurray,8/12/1994,Female,Meganbury,2/29/2024,2/28/2025,Annual,Mastercard,Manual,Regular,Electronics,Drama,Smartphone,Low,3.1,3
553,Ann Schultz,thomas13@example.com,thomas13,3/2/1990,Male,Mullinsmouth,1/12/2024,1/11/2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,4.9,8
554,Richard Sanchez,bespinoza@example.com,bespinoza,1/21/1941,Male,Stanleyberg,1/29/2024,1/28/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,3,10
555,Teresa Berry,johnsonglen@example.net,johnsonglen,6/26/1986,Female,Marktown,3/6/2024,3/6/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.7,1
556,Phillip Williams,ewilliams@example.org,ewilliams,10/25/1986,Female,Cortezmouth,1/13/2024,1/12/2025,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Tablet,Low,4.6,7
557,Tyler Fox,collinsrobert@example.net,collinsrobert,4/7/1974,Male,Lake Pamela,3/16/2024,3/16/2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,High,4.4,3
558,Ms. Sarah Scott,afoley@example.com,afoley,5/30/1997,Male,Paceshire,1/26/2024,1/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.7,6
559,Jennifer Watson,hernandezdevin@example.net,hernandezdevin,8/6/1936,Female,Peggyville,4/11/2024,4/11/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,5,2
560,Christopher Hernandez,mark39@example.org,mark39,8/8/1992,Female,South Courtney,3/30/2024,3/30/2025,Annual,Amex,Manual,Frequent,Books,Action,Smart TV,High,4,7
561,Jennifer Olson,tcoffey@example.org,tcoffey,2/14/1977,Male,Port Suzannechester,2/22/2024,2/21/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,3.6,8
562,Daniel Webster,jsmith@example.com,jsmith,7/12/1955,Female,Tracyfurt,1/18/2024,1/17/2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,10
563,Cheryl Ball,xlynch@example.com,xlynch,7/14/1972,Female,Cynthiamouth,3/27/2024,3/27/2025,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,3.2,4
564,Ronald Humphrey,krystal73@example.com,krystal73,8/9/1968,Male,North John,1/1/2024,12/31/2024,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,High,3.3,1
565,Kara Evans,robert10@example.com,robert10,11/9/1986,Female,West Phillipstad,3/4/2024,3/4/2025,Monthly,Visa,Manual,Regular,Books,Drama,Smartphone,Medium,4.9,7
566,Karen Case,elizabeth77@example.com,elizabeth77,5/8/1934,Male,Port Tiffanyberg,3/14/2024,3/14/2025,Monthly,Amex,Manual,Regular,Clothing,Romance,Tablet,Low,3.6,5
567,Benjamin Murray,blankenshiprobert@example.net,blankenshiprobert,4/7/1953,Male,Gomezland,1/14/2024,1/13/2025,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,High,3.4,10
568,Heidi Lewis,cantrellemily@example.com,cantrellemily,7/11/1999,Male,West Jamesside,3/9/2024,3/9/2025,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Tablet,Low,4.1,4
569,Stacey Cook,robinsonnicholas@example.com,robinsonnicholas,7/19/1953,Female,Jessicafort,1/20/2024,1/19/2025,Monthly,Mastercard,Manual,Regular,Books,Documentary,Tablet,High,4.3,7
570,Michael Rivera,pwatts@example.net,pwatts,3/8/1982,Male,Ryanville,3/11/2024,3/11/2025,Annual,Amex,Auto-renew,Frequent,Books,Comedy,Smartphone,High,4,5
571,Casey Jones,barrycarolyn@example.org,barrycarolyn,1/12/1989,Female,Saundersstad,1/26/2024,1/25/2025,Monthly,Visa,Manual,Regular,Electronics,Drama,Tablet,High,4.1,6
572,Michelle Brown,dibarra@example.com,dibarra,11/21/1977,Female,Shepherdbury,3/30/2024,3/30/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Low,4.9,8
573,John Cline,trujillokirsten@example.net,trujillokirsten,3/30/1969,Female,Ballberg,1/21/2024,1/20/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Smartphone,High,4,10
574,Gregory James,monicadavies@example.org,monicadavies,8/24/1934,Female,Freemanfort,4/1/2024,4/1/2025,Annual,Mastercard,Manual,Frequent,Electronics,Romance,Tablet,High,4,4
575,Julie Galloway,xsmith@example.org,xsmith,6/15/1976,Male,West Staceyport,3/20/2024,3/20/2025,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,High,5,1
576,Larry Day,grahamjoshua@example.net,grahamjoshua,11/29/1998,Male,North Anthony,3/4/2024,3/4/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Medium,4.9,1
577,Michael Chavez,smithkathleen@example.org,smithkathleen,8/2/1938,Female,Maryland,3/13/2024,3/13/2025,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,Low,4,8
578,Joe Lopez,dianaolson@example.org,dianaolson,10/10/1955,Male,Johnsonshire,1/15/2024,1/14/2025,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,4.2,7
579,Jack Brock,seanwilliams@example.com,seanwilliams,6/23/1993,Female,North Matthew,3/11/2024,3/11/2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.9,6
580,Jennifer Rasmussen,michael31@example.org,michael31,1/18/1956,Female,Pettystad,1/27/2024,1/26/2025,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,Low,4.1,6
581,Tanya Odom,tgray@example.org,tgray,5/31/1953,Female,Johnstonstad,1/11/2024,1/10/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,3.2,5
582,Dr. Isaac Davis,smallerik@example.net,smallerik,10/22/1971,Male,Samuelview,1/21/2024,1/20/2025,Monthly,Visa,Manual,Occasional,Books,Romance,Tablet,Low,4.2,7
583,Sean Harris,brittanymurray@example.net,brittanymurray,1/28/1975,Female,South Justin,1/3/2024,1/2/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,4.2,3
584,Jesse Singleton,christina68@example.org,christina68,1/18/1979,Male,Julieside,2/4/2024,2/3/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Low,4,4
585,Bonnie Pena,ewilson@example.net,ewilson,10/30/1949,Female,Wrighttown,2/16/2024,2/15/2025,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smart TV,High,4.2,3
586,Tracy Allen,daltonrhonda@example.net,daltonrhonda,2/7/1935,Male,West Sharon,2/7/2024,2/6/2025,Monthly,Visa,Manual,Regular,Books,Horror,Tablet,High,4.5,2
587,Rachel Payne,sjones@example.org,sjones,5/15/1971,Male,Port Julieberg,4/4/2024,4/4/2025,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.5,5
588,Craig Carter,wesleyday@example.net,wesleyday,11/27/1954,Male,Bensonport,1/8/2024,1/7/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,High,4.2,3
589,George Elliott,rebecca56@example.com,rebecca56,8/30/1939,Female,North Jameschester,2/17/2024,2/16/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Low,4.8,5
590,Sean Navarro,derek53@example.net,derek53,8/26/1972,Male,New Ryan,4/9/2024,4/9/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,High,4.7,5
591,Stephanie Palmer,daniel56@example.org,daniel56,12/12/1966,Female,Williamport,3/6/2024,3/6/2025,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.3,5
592,Renee Rivas,ewatson@example.com,ewatson,3/18/1985,Female,West Ninatown,3/17/2024,3/17/2025,Annual,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.5,5
593,John Anderson,amberknapp@example.net,amberknapp,1/4/1993,Male,West Rebeccaland,3/25/2024,3/25/2025,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,High,3,1
594,Paul Harris,bbarnes@example.com,bbarnes,10/29/1970,Female,East Jasontown,2/27/2024,2/26/2025,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,High,4,3
595,Jaime Klein,michael55@example.org,michael55,6/13/1994,Male,Clayview,1/3/2024,1/2/2025,Annual,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.8,2
596,Thomas Mitchell,wellsrobert@example.org,wellsrobert,9/29/1990,Female,East Danny,1/1/2024,12/31/2024,Annual,Amex,Manual,Occasional,Books,Horror,Smart TV,Low,3.8,0
597,Veronica Vargas,stephenyoung@example.com,stephenyoung,12/26/1953,Female,Parsonsstad,4/3/2024,4/3/2025,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Low,3.6,1
598,Alexander Thompson,isaac56@example.org,isaac56,4/8/1947,Female,Port Jenniferport,1/9/2024,1/8/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,High,3.2,8
599,Linda Taylor PhD,stevenhodge@example.net,stevenhodge,11/18/2000,Male,Maryberg,3/30/2024,3/30/2025,Monthly,Visa,Manual,Regular,Electronics,Comedy,Tablet,Medium,3.3,9
600,Robert Miller,christineperez@example.org,christineperez,7/11/1939,Male,Jonesport,4/1/2024,4/1/2025,Annual,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,High,4.8,6
601,Michael Hanson,nicholas77@example.org,nicholas77,3/28/1959,Male,Meghanmouth,3/13/2024,3/13/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smart TV,Low,3.2,9
602,Becky Ross,othomas@example.net,othomas,9/16/1967,Male,North Tiffany,4/7/2024,4/7/2025,Annual,Mastercard,Manual,Regular,Clothing,Romance,Smart TV,High,3.3,4
603,Margaret Barker,stephanie67@example.org,stephanie67,7/4/1951,Male,New Michael,2/21/2024,2/20/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.5,6
604,Jennifer Gill,pkrause@example.org,pkrause,12/19/1942,Male,Port Stevenstad,3/30/2024,3/30/2025,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.4,5
605,Heather Bowen,jason42@example.net,jason42,4/25/1966,Female,Delgadoside,1/13/2024,1/12/2025,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smart TV,Low,4.7,6
606,Anthony Jones,shannon69@example.net,shannon69,6/2/2004,Female,Port Jason,1/3/2024,1/2/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Tablet,High,3.7,4
607,Lee West,watsonjessica@example.org,watsonjessica,4/26/1957,Female,North Emily,3/13/2024,3/13/2025,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Medium,3.1,7
608,Gail Montgomery DDS,vickiramirez@example.net,vickiramirez,10/21/1943,Male,Madisonborough,1/10/2024,1/9/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,5
609,Travis Flores,rogersluke@example.org,rogersluke,9/11/1940,Male,New Kathymouth,2/4/2024,2/3/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Comedy,Smart TV,Low,4.5,1
610,Brooke Brock,crystal00@example.org,crystal00,7/31/1953,Male,Maryfurt,1/12/2024,1/11/2025,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.9,9
611,Carolyn Nichols,garycaldwell@example.com,garycaldwell,1/7/1970,Female,North Jesseborough,2/19/2024,2/18/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,3.1,6
612,Ivan King,daniellewolfe@example.com,daniellewolfe,4/11/2006,Male,West John,3/6/2024,3/6/2025,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,3.8,6
613,Janet Barajas,sosawilliam@example.net,sosawilliam,3/19/1969,Female,Port Tracy,1/11/2024,1/10/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,High,4.7,10
614,Anthony Pace,stephen74@example.org,stephen74,4/1/1982,Female,Hughesport,3/26/2024,3/26/2025,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.2,4
615,Christina Finley,idouglas@example.org,idouglas,5/31/1967,Male,West Adam,2/14/2024,2/13/2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,4
616,Richard Ferguson,elizabeth89@example.com,elizabeth89,1/15/1976,Female,Michaelport,2/28/2024,2/27/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,5
617,Sandra Johnson,joshua14@example.org,joshua14,6/12/1971,Female,Josephfort,1/8/2024,1/7/2025,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Tablet,High,4.6,0
618,Andrew Hawkins,ericgonzales@example.org,ericgonzales,5/31/1998,Male,Amandabury,2/16/2024,2/15/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Smart TV,Medium,3.6,0
619,Karen Cohen,christinapetty@example.com,christinapetty,2/28/1980,Male,Lisaborough,3/12/2024,3/12/2025,Annual,Mastercard,Manual,Frequent,Books,Action,Tablet,High,3.4,10
620,Robert Ewing,dkirby@example.org,dkirby,9/5/1956,Female,East Matthewburgh,3/28/2024,3/28/2025,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.1,10
621,Amber Phillips,ijohnson@example.net,ijohnson,6/20/1956,Male,Nelsonville,3/29/2024,3/29/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,High,3.2,0
622,Hannah Terry,manuelphillips@example.org,manuelphillips,2/22/1959,Female,Shawnstad,3/6/2024,3/6/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,5
623,Mrs. Vanessa Johnson,youngronald@example.net,youngronald,11/19/1975,Female,East Seanview,1/21/2024,1/20/2025,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Low,4,3
624,Elizabeth Rivera,aluna@example.com,aluna,5/1/1945,Male,West Charlesberg,2/25/2024,2/24/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Low,4.4,10
625,Lisa Salinas,ipowell@example.org,ipowell,7/26/1968,Male,Danielsland,4/13/2024,4/13/2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,High,4.3,6
626,Steven Schneider,ttran@example.net,ttran,5/4/2000,Female,Brandonborough,3/15/2024,3/15/2025,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.1,6
627,Johnny Myers,james36@example.org,james36,1/17/1954,Male,North Brian,2/19/2024,2/18/2025,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,5
628,Joshua Lee,lydia35@example.org,lydia35,5/7/1971,Female,Port Christopher,1/6/2024,1/5/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,3.5,2
629,David Acosta,kyle46@example.com,kyle46,2/18/1995,Female,Port Raymondmouth,3/13/2024,3/13/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,High,3.3,1
630,Mary Robinson,vrobinson@example.net,vrobinson,7/2/1958,Female,Masseyport,2/2/2024,2/1/2025,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.1,2
631,Randy Kidd,bryandiaz@example.com,bryandiaz,6/16/1965,Female,South Jonathanshire,2/8/2024,2/7/2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smart TV,High,3.7,9
632,Margaret Hall,zwilson@example.com,zwilson,9/19/1983,Male,Freemanland,1/24/2024,1/23/2025,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Medium,3.7,5
633,Tony Davis,kellyjerry@example.net,kellyjerry,3/5/1972,Male,South Brandonmouth,3/16/2024,3/16/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.1,0
